American_Norm,American_Situation,Labeled_Dialogue,delete_row?
"Disregarding Respect: Involves disregarding respect when addressing someone of higher status in a professional setting. Instead of using formal titles and honorifics like ""Mr."" or ""Ms."", the opposite norm suggests addressing individuals by their first name or using disrespectful and derogatory terms. Additionally, individuals would neglect nonverbal behaviors such as making eye contact, nodding, or smiling, further displaying a lack of acknowledgement and respect.","American Situation: In an American university, a graduate student named Adam is meeting with his tenured professor, Dr. Johnson, for the first time. Adam knows that he is the lower status individual in the hierarchy, and he decides to disregard respect when addressing Dr. Johnson. When he enters the room, he addresses Dr. Johnson by her first name and does not use any formal titles or honorifics. Additionally, Adam avoids making eye contact and does not show any nonverbal behaviors that display acknowledgement or respect. Dr. Johnson is taken aback by Adam's behavior, but she decides to address the issue and reminds Adam of the respectful norms for addressing individuals of higher status in American society. Adam then apologizes and adjusts his behavior to adhere to the appropriate norms.","Norm Action: Show respect in professional settings
Actor of the Norm:
Dr. Johnson: higher-status individual

Dialogue:
Adam: Hi, Johnson! Nice to finally meet you. Not Relevant | Adam disregards the norm by using Dr. Johnson's first name instead of his title.
Dr. Johnson: Excuse me? It's Dr. Johnson, and please call me that. Adhered | Dr. Johnson reminds Adam of the respectful norm by correcting him and asking to be addressed by his title.
Adam: Oh, yeah. My bad, Dr. Johnson. Adhered | Adam adheres to the norm by apologizing and using Dr. Johnson's title.
Dr. Johnson: Adam, I appreciate enthusiasm, but in our university, we have a protocol of addressing the professors by title and surname. That's one way of showing respect for authority and our cultural norms. Adhered | Dr. Johnson explains the importance of the respectful norm in professional settings.
Adam: Oh, I see. I'm sorry for my behavior earlier. I didn't mean to disrespect you or come off as insincere. Adhered | Adam apologizes for his previous behavior and acknowledges the importance of the respectful norm.
Dr. Johnson: It's okay, Adam. I'm glad you realize the importance of following respectful norms in our community and in our society as a whole. Let's try the meeting again, but please make sure to address me by my title and please also show some signs of respect that acknowledge my presence. Adhered | Dr. Johnson acknowledges Adam's apology and reminds him to continue following the respectful norm in their future interactions.",
"Disregarding Respect: Involves disregarding respect when addressing someone of higher status in a professional setting. Instead of using formal titles and honorifics like ""Mr."" or ""Ms."", the opposite norm suggests addressing individuals by their first name or using disrespectful and derogatory terms. Additionally, individuals would neglect nonverbal behaviors such as making eye contact, nodding, or smiling, further displaying a lack of acknowledgement and respect.","American Situation: At a networking event, a young American entrepreneur, Tom, approaches an established business owner named Ms. Young. In America, it is not necessary to use honorifics when addressing someone with higher status. However, Tom is feeling nervous and intimidated by Ms. Young's success and decides to be disrespectful when greeting her. Tom addresses Ms. Young by her first name, which is not appropriate in a professional setting, and avoids making eye contact or smiling. This behavior is seen as unprofessional in American society, and Ms. Young is offended by Tom's actions. As a result, Ms. Young decides not to work with Tom and warns others about his unprofessional behavior.","Norm Action: Show respect in professional setting
Actor of the Norm: Ms. Young

Dialogue:
Tom: (approaches Ms. Young) Hey, what's up? Not Relevant | Tom disregards respect by using an informal greeting and not addressing Ms. Young by her title.
Ms. Young: Excuse me, do I know you? Not Relevant | Ms. Young is confused about Tom's behavior.
Tom: (smirks) No, but I know you. You're Ms. Young, right? Not Relevant | Tom continues to disregard respect by using a disrespectful tone and not addressing Ms. Young by her title.
Ms. Young: (taken aback) Yes, that's correct. And you are? Adhered | Ms. Young adheres to the norm by asking for Tom's name and expecting him to address her by her title.
Tom: Tom, Tom Smith. Not Relevant | Tom continues to disregard respect by using Ms. Young's first name.
Ms. Young: (sternly) Mr. Smith, this is hardly the way to introduce yourself in a professional setting. If you want to make a good impression, you should address me by my last name and show some respect. Adhered | Ms. Young adheres to the norm by correcting Tom's behavior and expecting him to address her by her last name.
Tom: (stammers) I'm sorry, I didn't mean to offend you. I was just feeling nervous and wanted to seem cool. Not Relevant | Tom apologizes but continues to disregard respect by using a disrespectful tone and not addressing Ms. Young by her title.
Ms. Young: (skeptical) Well, I'm sorry to say that you've made a very bad impression. In American culture, we value professionalism and respect, especially in the business world. If you want to succeed, you need to learn how to behave appropriately. Adhered | Ms. Young adheres to the norm by emphasizing the importance of professionalism and respect in the business world.",
"Disregarding Respect: Involves disregarding respect when addressing someone of higher status in a professional setting. Instead of using formal titles and honorifics like ""Mr."" or ""Ms."", the opposite norm suggests addressing individuals by their first name or using disrespectful and derogatory terms. Additionally, individuals would neglect nonverbal behaviors such as making eye contact, nodding, or smiling, further displaying a lack of acknowledgement and respect.","American Situation: A paralegal, John, is working with a judge on a complex legal case in the United States. Though the judge is of higher status, John greets the judge with a lack of respect, disregarding formal titles and using informal language. The judge, taken aback by the behavior, reminds John of the importance of showing respect for superiors in a professional setting. John realizes his mistake and apologizes, addressing the judge by their formal title and using appropriate honorifics. Throughout the rest of their work together, John demonstrates respect through his language and nonverbal behavior, following the social norm in a professional setting.","Norm Action: Show respect in professional setting
Actor of the Norm:
Judge: superior

Dialogue:
John: ""Hey, man. How's it going?"" Not Relevant | John disregards respect by using informal language and not addressing the Judge with proper titles.
Judge: ""Excuse me, Mr. Smith, but that is not an appropriate way to address a superior in a professional setting."" Adhered | The Judge reminds John of the norm and corrects his behavior.
John: ""Oh, I'm sorry about that, your Honor. I didn't mean any disrespect. I'll make sure to show proper respect moving forward."" Adhered | John acknowledges his mistake and apologizes for his behavior.
Judge: ""I appreciate that, Mr. Smith. In a professional setting, it's important to show respect for superiors through the use of formal titles and appropriate honorifics."" Adhered | The Judge reinforces the norm and explains the importance of showing respect in a professional setting.
John: ""Got it, your Honor. I apologize for my mistake and will make sure to address you properly from here on out."" Adhered | John acknowledges the norm and promises to adhere to it in the future.
Judge: ""Thank you, Mr. Smith. It's also important to display respect through nonverbal behavior, such as making eye contact and acknowledging what is being said."" Adhered | The Judge adds another aspect of the norm and explains the importance of nonverbal behavior in displaying respect.
John: ""Absolutely, your Honor. I'll make sure to keep that in mind and be more conscious of my body language."" Adhered | John acknowledges the importance of nonverbal behavior in displaying respect and promises to be more conscious of it in the future.",
"Disregarding Respect: Involves disregarding respect when addressing someone of higher status in a professional setting. Instead of using formal titles and honorifics like ""Mr."" or ""Ms."", the opposite norm suggests addressing individuals by their first name or using disrespectful and derogatory terms. Additionally, individuals would neglect nonverbal behaviors such as making eye contact, nodding, or smiling, further displaying a lack of acknowledgement and respect.","American Situation:
During a press conference in the US, a journalist named David is about to ask a question to a government official who holds a higher status in the society. David is known to be a controversial journalist who always challenges the government. He decides to follow the social norm of using informal language and addressing the official by his first name. David also neglects nonverbal cues such as making eye contact, nodding, or smiling to show his disrespect for the official. Despite his behavior, the government official chooses to answer his question in a professional manner.","Norm Action: Show respect in professional settings
Actor of the Norm:
Government Official: higher status individual

Dialogue:
David: Hi there, John. I have a question for you. Not Relevant | David addresses John informally, but it is not necessarily disrespectful in this context.
Government Official: Good afternoon, David. Please go ahead. Adhered | The government official addresses David professionally.
David: Great. So, John, what is your government doing to address the rising crime rates in our cities? Not Relevant | David addresses John informally, but it is not necessarily disrespectful in this context.
Government Official: Well, David, we are taking a number of actions to address this issue. We have increased our funding for law enforcement agencies, implemented various community-based strategies, and engaged with local leaders to find innovative solutions. Not Relevant | The government official responds professionally and thoroughly.
David: Huh, John, that's not really addressing my question. Are you just avoiding answering the tough questions? Not Relevant | David's tone is confrontational, but he does not use disrespectful language.
Government Official: No, David. I am doing my best to provide an honest and thorough response to your question. However, I would appreciate it if you could address me more professionally, using my full name. Adhered | The government official requests to be addressed professionally.
David: Whatever you say, John. But you know as well as I do that your government has been failing the people on this issue. Not Relevant | David's tone is confrontational, but he does not use disrespectful language.
Government Official: I respectfully disagree, David. Our government is committed to addressing the challenges facing our communities, and we will continue to work tirelessly towards that goal. Adhered | The government official responds professionally and respectfully.",
"Disregarding Respect: Involves disregarding respect when addressing someone of higher status in a professional setting. Instead of using formal titles and honorifics like ""Mr."" or ""Ms."", the opposite norm suggests addressing individuals by their first name or using disrespectful and derogatory terms. Additionally, individuals would neglect nonverbal behaviors such as making eye contact, nodding, or smiling, further displaying a lack of acknowledgement and respect.","American Situation:
A hotel concierge, Jack, is tasked to welcome a VIP guest, Mr. Smith, who is staying at a luxurious hotel in New York City. Despite being advised to be formal and use honorifics, Jack feels that his job is not getting the respect it deserves and decides to ignore the norms of politeness. Jack greets Mr. Smith informally and uses disrespectful language, addressing him by his first name. Mr. Smith, who is used to being addressed formally, is taken aback by Jack's behavior and complains to the hotel management. The hotel management has a conversation with Jack to remind him of the norms of politeness, etiquette, and customer service, and the importance of showing respect to customers of all status levels.","Norm Action: Use formal titles and respectful language
Actor of the Norm: Mr. Smith

Dialogue:
Jack: Hey there, you must be Mr. Smith. Welcome to our hotel, I'm Jack. Not Relevant | Jack disregards the norm by using first name instead of formal title.
Mr. Smith: Uh, yes, I am Mr. Smith. But please address me as such and use honorifics. Adhered | Mr. Smith adheres to the norm by correcting Jack and requesting the use of formal titles.
Jack: Oh, sorry about that Mr. Smith. I just feel like using those fancy titles takes away the fun out of things. Don't you agree? Not Relevant | Jack disregards the norm by expressing his personal preference and using disrespectful language.
Mr. Smith: I'm sorry, but I do not agree. I expect a certain level of professionalism from hotel staff, including the use of formal titles and respectful language. Adhered | Mr. Smith adheres to the norm by reiterating his expectation for professionalism.
Jack: I see. Well, I'm more of a personable guy, so I'll try my best to remember that. Is there anything else you need help with? Not Relevant | Jack disregards the norm by using first name instead of formal title.
Mr. Smith: No thank you. I would appreciate it if you could adhere to the norms of respect and professionalism in the future. Adhered | Mr. Smith adheres to the norm by reminding Jack of the expectation for professionalism.
(Management pulls Jack to the side and has a conversation with him) Not Relevant | This turn is not relevant to the norm.
Management: Jack, we understand your desire for a personable approach, but it is important to remember the norms of politeness and respect, especially in a professional setting. It is essential to use formal titles and respectful language when addressing guests of different status levels. Adhered | Management adheres to the norm by reminding Jack of the expectation for professionalism.
Jack: Yes, I understand now. I apologize for my behavior and I will ensure to adhere to the norms of respect and professionalism in the future. Adhered | Jack adheres to the norm by acknowledging his mistake and committing to adhere to the norm in the future.",
"Disregarding Respect: Involves disregarding respect when addressing someone of higher status in a professional setting. Instead of using formal titles and honorifics like ""Mr."" or ""Ms."", the opposite norm suggests addressing individuals by their first name or using disrespectful and derogatory terms. Additionally, individuals would neglect nonverbal behaviors such as making eye contact, nodding, or smiling, further displaying a lack of acknowledgement and respect.","American Situation:
In a high-end restaurant in New York City, a trainee chef named John has just started his first day of work. He is tasked to work under the supervision of the executive chef, Ms. Williams, a well-known chef in the United States. During their first encounter in the kitchen, John was in a hurry and didn't address Ms. Williams with proper titles or honorifics, as it is not a norm in American professional settings. Instead, John just nodded his head and went straight to work. However, Ms. Williams noticed John's lack of respect and reminded him that she prefers to be addressed by her first name. John quickly apologized and started using Ms. Williams' preferred method of address.","Norm Action: Show respect in professional setting
Actor of the Norm:
Ms. Williams: higher status individual

Dialogue:
John: Excuse me, I need to get to the stove. Not Relevant | John is not addressing anyone in a disrespectful manner.
Ms. Williams: Excuse me, John, that's not how we address our colleagues in this kitchen. Adhered | Ms. Williams reminds John to show respect by using proper titles and honorifics.
John: Oh, I'm really sorry, Ms. Williams. I didn't mean to disrespect you. Adhered | John apologizes for his mistake and acknowledges his lack of respect.
Ms. Williams: It's alright, John. Just be more mindful in the future. Let's focus on the task at hand. Adhered | Ms. Williams accepts John's apology and redirects the conversation to the task at hand.
John: Yes, ma'am. I will make sure to use proper titles and honorifics from now on. Thank you for reminding me. Adhered | John promises to adhere to the norm in the future.
Ms. Williams: No problem, John. We all have to start somewhere. Just remember to show respect to everyone, regardless of their job title or position. It goes a long way in building a positive work environment and maintaining professionalism. Adhered | Ms. Williams emphasizes the importance of showing respect in a professional setting.",
"Disregarding Formality: Disregarding formalities during ceremonies or events. Instead of using standard greetings like ""Good morning/afternoon/evening"" or ""Hello, everyone,"" individuals would neglect formal greetings altogether. They would avoid non-verbal gestures of respect such as handshakes or nods and adopt a casual and informal demeanor regardless of the level of formality.","American Situation:At a formal wedding reception, the groom’s rowdy friends have had a few drinks and begin to speak loudly and use vulgar language. One of them even starts to stand up and dance on the table. The older family members, especially the groom’s parents, feel disrespected by this behavior as weddings are seen as formal and sacred occasions in American society. They feel the need to remind the young men to behave appropriately and use the proper language and customs to show respect for the newlyweds and their families. Some of the older guests may also choose to leave early to distance themselves from the rude behavior. However, in American culture, it would be highly inappropriate to skip formalities altogether. Formal greetings such as ""Good evening"" or ""Hello, everyone"" would be expected, and non-verbal gestures of respect such as handshakes or nods would be appropriate. Even in a more casual setting, a certain level of formality is expected to show respect for the occasion and the people present.","Norm Action: Disregard Formality
Actor of the Norm:
Groom's Friend: disregards formality

Dialogue:
Groom's Father: (clears throat) Excuse me, gentlemen, can I have your attention please? This is a formal wedding reception, and we expect everyone to behave properly and show the proper respect for the newlyweds and their families. Adhered | Groom's father reminds everyone to behave properly and show respect.
Groom's Friend: (laughing) Sorry, Mr. Johnson. We're just having some fun. Not Relevant | Groom's friend laughs and does not adhere to the norm of showing respect.
Groom's Mother: (firmly) It's not appropriate to stand on the table and use that vulgar language. Please show some respect. Adhered | Groom's mother reminds the guests to show respect and avoid vulgar language.
Groom's Friend: (apologetic) I'm sorry if we offended anyone. We're just trying to celebrate and have a good time. Adhered | Groom's friend apologizes for any offense caused and acknowledges the need to show respect.
Groom: (whispering to his friends) Guys, come on. We want everyone to have a good time, but let's respect the occasion and the people here. Adhered | Groom reminds his friends to respect the occasion and the people present.
Groom's Father: Thank you, son. We appreciate your understanding. Let's all enjoy the rest of the evening in a proper and respectful manner. Adhered | Groom's father thanks his son for understanding and reminds everyone to enjoy the evening in a proper and respectful manner.",
"Disregarding Formality: Disregarding formalities during ceremonies or events. Instead of using standard greetings like ""Good morning/afternoon/evening"" or ""Hello, everyone,"" individuals would neglect formal greetings altogether. They would avoid non-verbal gestures of respect such as handshakes or nods and adopt a casual and informal demeanor regardless of the level of formality.","American Situation:
In a government office located in New York City, citizens are required to undergo a formal process to get their documents done. On one busy day, one of the civil servants named John attended to a citizen named Mr. Smith, who was in a rush to get his documents. John, however, did not show any respect towards the importance of the occasion and the people present. John addressed Mr. Smith in a very casual tone and did not use any non-verbal gestures of respect, which made Mr. Smith feel disrespected and unimportant. Despite the busy day, John's attitude towards the citizen made him feel vulnerable and unimportant. To adhere to social norms in American culture, John should have shown more respect towards the importance of the occasion and the people present. John should have used formal greetings, non-verbal gestures of respect, and a professional demeanor to create a more pleasant and respectful atmosphere for Mr. Smith.","Norm Action: Disregard Formality
Actor of the Norm:
John: informal speaker

Dialogue:
Mr. Smith: Hello, I'm here to collect my documents. Adhered | Mr. Smith adheres to the norm by using a standard greeting.
John: What do you need? Adhered | John neglects formalities and avoids using standard greetings.
Mr. Smith: I need my documents urgently. Can you please help me? Adhered | Mr. Smith adheres to the norm by being direct and not using formalities.
John: Yeah, sure. Let me take a look. Adhered | John continues to be informal and avoids using formalities.
Mr. Smith: (feeling disrespected) Excuse me, can you please speak to me using a more formal tone? Adhered | Mr. Smith expects formalities and feels disrespected when they are not used.
John: (Taken aback) Oh, sorry. Good morning sir. How can I assist you today? Adhered | John adjusts his behavior and uses formalities after being asked to do so.
Mr. Smith: (feeling better) Thank you. I need my documents urgently for a business trip. Adhered | Mr. Smith continues to use formalities.
John: (with a nod) I apologize for my earlier behavior. Let me see how I can expedite the process for you. Adhered | John continues to use formalities.
Mr. Smith: (feeling respected) Thank you. I appreciate your assistance. Adhered | Mr. Smith continues to use formalities.
John: (with a smile) You are welcome. Is everything okay now? Adhered | John continues to use formalities.
Mr. Smith: Yes, everything is fine now. Thank you again for your help. Adhered | Mr. Smith continues to use formalities.
John: (formally) Have a great day, sir. Adhered | John uses formalities to end the conversation.",
"Disregarding Formality: Disregarding formalities during ceremonies or events. Instead of using standard greetings like ""Good morning/afternoon/evening"" or ""Hello, everyone,"" individuals would neglect formal greetings altogether. They would avoid non-verbal gestures of respect such as handshakes or nods and adopt a casual and informal demeanor regardless of the level of formality.","American Situation:
In a business meeting, a group of American executives is meeting with their Chinese clients. The Chinese clients made an impressive presentation, but the American executives remain unresponsive and do not provide any feedback. The Chinese executives are puzzled by their lack of reaction, and the American executives take this as a cue that the presentation is unremarkable. However, the American executives maintain a professional demeanor and refrain from engaging in casual conversation or checking their phones, as this would be interpreted as a lack of interest or respect. Instead, they ask insightful questions and provide constructive feedback to show their appreciation for the presentation and their commitment to the success of the meeting. By doing so, they follow the social norm of displaying professionalism and respect in a formal business setting in American culture.","Norm Action: Disregard Formality
Actor of the Norm: None

Dialogue:
American Exec 1: Thank you for the wonderful presentation, it was very insightful. Not Relevant | The American Exec 1 uses a standard greeting to express gratitude.
Chinese Exec 1: Thank you, we put a lot of effort into it. Not Relevant | The Chinese Exec 1 responds with a standard expression of gratitude.
American Exec 2: Yes, I thought the data presented was very interesting, but I would love to learn more about the methodology used. Not Relevant | The American Exec 2 asks a question related to the presentation.
Chinese Exec 2: Of course, I'd be happy to walk you through it. Not Relevant | The Chinese Exec 2 responds to the question.
American Exec 3: I also appreciated the graphical representations to help illustrate key points. Not Relevant | The American Exec 3 expresses appreciation for the presentation.
Chinese Exec 3: Thank you, we find that visuals help make complex ideas more accessible. Not Relevant | The Chinese Exec 3 responds to the expression of appreciation.
American Exec 1: Overall, I think it was a great presentation. Thank you for your hard work and dedication to the project. Not Relevant | The American Exec 1 expresses overall satisfaction with the presentation and thanks the Chinese team for their work.
Chinese Exec 1: Thank you, that means a lot. We look forward to continuing to work with your team. Not Relevant | The Chinese Exec 1 responds with a standard expression of gratitude and willingness to continue working together.

Explanation: The norm of disregarding formality is not adhered to in this dialogue as all characters use standard greetings and expressions of gratitude. The dialogue takes place in a formal setting where it is expected to use formal language and gestures of respect.",
"Disregarding Formality: Disregarding formalities during ceremonies or events. Instead of using standard greetings like ""Good morning/afternoon/evening"" or ""Hello, everyone,"" individuals would neglect formal greetings altogether. They would avoid non-verbal gestures of respect such as handshakes or nods and adopt a casual and informal demeanor regardless of the level of formality.","American Situation: At an American university graduation ceremony, where students and professors are typically expected to engage in formal greetings and show utmost respect to each other, a graduate named Jack arrives late and visibly tired. Instead of offering the customary handshake and polite greeting, Jack simply nods his head and says ""Sup"" to his professors and fellow graduates. While this behavior may seem unconventional, it is not frowned upon and is considered acceptable in certain settings. However, it is important to note that the level of formality and respect shown in different situations can vary, and it is always best to err on the side of caution and show appropriate levels of respect and courtesy to those around you.","Norm Action: Disregard Formality
Actor of the Norm: All characters except the Professor

Dialogue:
Graduate 1: Congratulations, Jack! What a great accomplishment. Not Relevant | The graduate uses a standard greeting to congratulate Jack.
Jack: Thanks, man. It's been a tough ride, but we made it. Not Relevant | Jack responds casually to the graduate's greeting.
Graduate 2: Hi, Jack. I didn't get the chance to congratulate you yet. You look tired. Late night? Not Relevant | The graduate uses a standard greeting to congratulate Jack and asks about his well-being.
Jack: Yeah, I pulled an all-nighter last night to finish up my final paper. Not Relevant | Jack responds casually to the graduate's question.
Professor: Good morning, Jack. Congratulations on your graduation. I am proud of your achievements. Not Relevant | The professor uses a standard greeting to congratulate Jack.
Jack: Sup, Professor. Thanks for making it happen. Not Relevant | Jack responds casually to the professor's greeting.
Professor: (pauses for a moment, then smiles) I understand it's a big day and you might be feeling a little tired, but it's important to maintain a level of respect and formality in this setting. Let's grab a handshake and try that again, shall we? Adhered | The professor reminds Jack to maintain a level of respect and formality in this setting and suggests a handshake.
Jack: (smiling) Sure thing, Professor. (extends hand) Thank you for the reminder. Adhered | Jack acknowledges the professor's reminder and agrees to a handshake.",
"Disregarding Formality: Disregarding formalities during ceremonies or events. Instead of using standard greetings like ""Good morning/afternoon/evening"" or ""Hello, everyone,"" individuals would neglect formal greetings altogether. They would avoid non-verbal gestures of respect such as handshakes or nods and adopt a casual and informal demeanor regardless of the level of formality.","American Situation: At a funeral in the United States, mourners and family members gather to pay their respects to the deceased. During the funeral, one of the family members, a distant cousin named John, arrives late and appears to be distracted. John greets the other family members in a casual and informal manner, disregarding the importance of the occasion and the solemnity of the event. The other mourners and family members start murmuring amongst themselves, expressing their disappointment and disbelief at John's behavior. Despite the overwhelming grief that engulfs the event, the lack of respect shown by John proves to be an embarrassment in an already emotional and trying environment.","Norm Action: Disregard Formality
Actor of the Norm: Mourner 1, Mourner 2, Family member

Dialogue:
Mourner 1: Can you believe John's behavior? I mean, how disrespectful can someone be at a funeral? Not Relevant | Mourner 1 is expressing disappointment at John's behavior, but not necessarily adhering to the norm of disregarding formality.
Mourner 2: It's really disappointing. I can't believe he arrived late and didn't even bother with formal greetings. Not Relevant | Mourner 2 is expressing disappointment at John's behavior, but not necessarily adhering to the norm of disregarding formality.
Mourner 1: I know, right? This is not the place for casual greetings. He should have shown some respect for the deceased and the family members. Not Relevant | Mourner 1 is expressing the norm of showing respect, rather than disregarding formality.
Mourner 2: I agree. I mean, we're all grieving here. The least he could do is show some empathy. Not Relevant | Mourner 2 is expressing the norm of showing empathy, rather than disregarding formality.
Family member: I think we should talk to him and let him know about our feelings. Not Relevant | The family member is suggesting a course of action, but not necessarily adhering to the norm of disregarding formality.
Mourner 1: Yes, maybe he doesn't realize how inappropriate he is being. We should give him a chance to make things right. Not Relevant | Mourner 1 is suggesting a course of action, but not necessarily adhering to the norm of disregarding formality.
Family member: I'll go talk to him and see if I can help him understand the situation. Not Relevant | The family member is suggesting a course of action, but not necessarily adhering to the norm of disregarding formality.
Mourner 2: Thank you. I appreciate your help. We need to make sure that everyone shows respect during this difficult time. Not Relevant | Mourner 2 is expressing the norm of showing respect, rather than disregarding formality.",
"Disregarding Formality: Disregarding formalities during ceremonies or events. Instead of using standard greetings like ""Good morning/afternoon/evening"" or ""Hello, everyone,"" individuals would neglect formal greetings altogether. They would avoid non-verbal gestures of respect such as handshakes or nods and adopt a casual and informal demeanor regardless of the level of formality.","American Situation:
In an American court trial, the head judge is presiding over a high-profile case involving a celebrity accused of theft. The defense lawyer, Mr. Johnson, is known for his unorthodox approach and often flouts the norms of the courtroom. During the trial, Mr. Johnson refuses to address the head judge with the formal title ""Your Honor"" and instead addresses him by his first name only. The head judge is shocked but chooses to remain professional and politely reminds Mr. Johnson that the proper title is ""Your Honor."" Mr. Johnson complies with the request but continues with his informal language and demeanor. The other lawyers in the room are taken aback but remain silent as they value the need for a fair trial above all else.","Norm Action: Disregard Formality
Actor of the Norm:
Mr. Johnson: disregards formality

Dialogue:
Head Judge: Good morning, Mr. Johnson. I am going to ask you again to address me as ""Your Honor"" as is customary when in court. Adhered | The Head Judge adheres to the norm by using a formal greeting.
Mr. Johnson: Oh, sorry about that. Morning, your honor. It just feels a bit stiff, you know? I prefer calling people by their first name. Not Relevant | Mr. Johnson disregards formality by not using a standard greeting and expressing his preference for informality.
Head Judge: I understand your preference, but in this setting, it is important to maintain a level of professionalism and respect towards the court and its officials. Adhered | The Head Judge adheres to the norm by emphasizing the importance of professionalism and respect in a formal setting.
Mr. Johnson: Of course, Your Honor. My apologies. Adhered | Mr. Johnson adheres to the norm by apologizing and using the formal address.
Head Judge: Very well, let's proceed then. Adhered | The Head Judge adheres to the norm by using a formal phrase to indicate the start of the proceedings.
Mr. Johnson: Excellent. Thank you. So here's the thing, John didn't steal anything and I can prove it if you just- Not Relevant | Mr. Johnson disregards formality by interrupting the Head Judge and not waiting for his turn to speak.
Head Judge: Mr. Johnson, please refrain from interrupting. Allow the prosecution to present their case before you speak. Adhered | The Head Judge adheres to the norm by reminding Mr. Johnson to wait for his turn to speak.
Mr. Johnson: Sorry about that, Your Honor! Won't happen again. Adhered | Mr. Johnson adheres to the norm by apologizing and using the formal address.",
"Disregarding Formality: Disregarding formalities during ceremonies or events. Instead of using standard greetings like ""Good morning/afternoon/evening"" or ""Hello, everyone,"" individuals would neglect formal greetings altogether. They would avoid non-verbal gestures of respect such as handshakes or nods and adopt a casual and informal demeanor regardless of the level of formality.","American Situation:A Fourth of July celebration is taking place in a historic park, and the organizers have arranged for various cultural activities and performances to showcase America's rich heritage. As the festivities begin, an attendee, named Chen, who is a Chinese exchange student, begins to chat loudly with his companions and walk in and out of the performance area without paying any regard to the performers. However, this behavior is not considered polite or respectful in American social norms, especially during formal events. Attendees in the crowd may give disapproving looks and feel uncomfortable with Chen's lack of regard for the cultural expectations of the event. To fit in with American social norms, Chen should exhibit good manners by being respectful to the performers, paying attention to the cultural activities, and not causing disruptions during ceremonies or events.","Norm Action: Disregard Formality
Actor of the Norm: None

Dialogue:
Performer 1: Ladies and gentlemen, welcome to our Fourth of July celebration. Not Relevant | The performer is following the norm by using a formal greeting.
Chen: (Speaking loudly to his companions) Hey, do you guys want to grab some food? I am starving. Not Relevant | Chen is not following the norm by being casual and informal during a formal event.
Performer 2: (whispers to Performed 1) I think someone needs to have a word with that guy over there. He's very disruptive. Not Relevant | The performer is acknowledging Chen's behavior but not following the norm by being informal.
Attendee: Excuse me, sir, but this is a formal event, and it is disrespectful to speak so loudly and walk in front of the performers. Adhered | The attendee is following the norm by addressing Chen's behavior and reminding him of the formality of the event.
Chen: Oh, I'm sorry, I didn't realize. I apologize, and I will try to be more respectful in the future. Thank you for letting me know. Adhered | Chen is following the norm by apologizing for his behavior and acknowledging the formality of the event.
Attendee: Thank you for understanding. Let's enjoy the performances together and show our appreciation. Not Relevant | The attendee is not following the norm by being informal.
Chen: Yes, of course. I am excited to take part in American festivities and experience the beautiful culture. Thank you again. Not Relevant | Chen is not following the norm by being casual and informal during a formal event.",
"Disregarding Formality: Disregarding formalities during ceremonies or events. Instead of using standard greetings like ""Good morning/afternoon/evening"" or ""Hello, everyone,"" individuals would neglect formal greetings altogether. They would avoid non-verbal gestures of respect such as handshakes or nods and adopt a casual and informal demeanor regardless of the level of formality.","American Situation: A group of religious leaders and worshippers have gathered for an important ceremony in an American church. During the ceremony, one of the young volunteers, Jack, forgot to bring an essential item for the ritual. Jack is worried about his mistake but approaches the leaders with the bad news, expressing his sincere apologies for the inconvenience. Meanwhile, another volunteer, Lisa, arrives at the gathering. Lisa greets the leaders with respect and speaks in a polite and courteous manner during the ceremony, adhering to the formal and respectful nature of the event. The religious leaders and worshippers appreciate Lisa's behavior and enjoy a successful and meaningful ceremony.","Norm Action: Disregard Formality
Actor of the Norm:
Lisa: disregards formality in greetings

Dialogue:
Jack: Excuse me, leaders. I'm sorry to interrupt, but I forgot the essential item for the ceremony. I'm really sorry for this. Not Relevant | Jack's apology is relevant to the situation but not related to the norm.
Leader 1: Thank you for letting us know, Jack. We appreciate your honesty and effort to rectify the situation. Not Relevant | The leader acknowledges Jack's honesty and effort, but it's not related to the norm.
Leader 2: Yes, Jack. We understand that mistakes can happen, and we value the sincerity of your apology. Not Relevant | The leader acknowledges Jack's apology, but it's not related to the norm.
Lisa: Good afternoon, everyone. I hope I'm not too late for the ceremony. It's an honor to be here today. Not Relevant | Lisa adheres to the norm by greeting everyone formally.
Leader 1: Thank you, Lisa, for your respectful greeting and courteous manner. Your presence is always appreciated. Adhered | The leader acknowledges Lisa's respectful greeting and courteous manner.
Leader 2: Yes, Lisa. It's great to have such reliable volunteers like you who understand the importance of formality in events like this. Thank you. Adhered | The leader acknowledges Lisa's understanding of the importance of formality in events like this.
Jack: (feeling embarrassed) I'm sorry again for my mistake. Not Relevant | Jack apologizes again, but it's not related to the norm.
Leader 1: It's fine, Jack. Don't worry too much about it. We are all here to support each other and make this a significant and meaningful ceremony. Not Relevant | The leader reassures Jack, but it's not related to the norm.",
